新闻频道,#genre#
J sports 4,p2p://42.116.8.235:9906/58a53943000670d5002b1589b06c7433.ts
BS-1,p2p://42.116.8.235:9906/58a53943000799cf002b15d54858eb15.ts
BSプレミアム,p2p://42.116.8.235:9906/58a539430008c7dd002b1622b1407627.ts
放送大学テレビ,p2p://42.116.8.235:9906/58a53943000b1ac6002b16bb3315f622.ts
グリーンチャンネル,p2p://42.116.8.235:9906/58a53943000c544e002b170b918f4cb4.ts
BSアニマックス,p2p://42.116.8.235:9906/58a53943000d79f7002b1756ced71dc2.ts
ディズニー?チャンネルHD,p2p://42.116.8.235:9906/58a53943000ea208002b17a252420d66.ts
日本映画専門チャンネルHD,p2p://42.116.8.235:9906/58a53944000083f6002b17ed723913d2.ts
J sports 1,p2p://42.116.8.235:9906/58a539440001ac5b002b183925be66b9.ts
J sports 2,p2p://42.116.8.235:9906/58a539440002d1f6002b18840450d785.ts
スカイ?A sports＋,p2p://42.116.8.235:9906/58a539440003fd33002b18d05e6a454b.ts
日テレG+ HD,p2p://42.116.8.235:9906/58a53944000516d6002b1918d59277ae.ts
ゴルフネットワークHD,p2p://42.116.8.235:9906/58a5394c000dd909002b3a96b312dab8.ts
時代劇専門チャンネル,p2p://42.116.8.235:9906/58a5394c000e5a50002b3ab895754d59.ts
ホームドラマチャンネル,p2p://42.116.8.235:9906/58a5394d00014080002b3b45f14147a5.ts
Music Japan TV,p2p://42.116.8.235:9906/58a5394d000258ec002b3b8db66a5327.ts
キッズステーションHD,p2p://42.116.8.235:9906/58a5394d00049c5c002b3c211aca01d4.ts
ディスカバリーチャンネル,p2p://42.116.8.235:9906/58a5394d0005b3ef002b3c6936289c18.ts
ヒストリーチャンネル,p2p://42.116.8.235:9906/58a5394d0006c60d002b3caf5aeb69cd.ts
ナショナル ジオグラフィッ,p2p://42.116.8.235:9906/58a5394d0007da09002b3cf6ceb48c78.ts
TBSニュースバード,p2p://42.116.8.235:9906/58a5394d0008eaaf002b3d3b91fd3936.ts
旅チャンネル,p2p://42.116.8.235:9906/58a5394d000a0502002b3d84119d3d96.ts
NHK综合大阪,p2p://42.116.8.235:9906/58a5394d000b1a24002b3dcb8d453cb0.ts
読売テレビ,p2p://42.116.8.235:9906/58a5394d000c504a002b3e1a5cc7cedc.ts
毎日放送,p2p://42.116.8.235:9906/58a5394d000d83a9002b3e6900af7e7b.ts
関西テレビ,p2p://42.116.8.235:9906/58a5394d000eb2f2002b3eb6df9d9857.ts
朝日放送,p2p://42.116.8.235:9906/58a5394e0000a372002b3f0559fc8ee0.ts
テレビ大阪,p2p://42.116.8.235:9906/58a53961000104d2002b89564a682c3a.ts
サンテレビ,p2p://42.116.8.235:9906/58a5396100029b0c002b89bee6749240.ts

骑士直播,#genre#
日本NHK华语,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
日本NHK英语,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp/index_1M.m3u8
日本TBSNEWS,http://tbs1.media.ylive.jp/d6d710ed2c204b4cb9ffea55a16a5f40/ap-northeast-1/5690807595001/profile_0/chunklist.m3u8
日本WOWO电影,http://192.240.127.34:1935/live/cs27.stream/media_1254.m3u8
日本Japan News 24,http://www.news24.jp/livestream/index.m3u8
日本WOWOW MOVIES (JPN|ENG),http://192.240.127.34:1935/live/cs27.stream/playlist.m3u8
日本历史频道,http://192.240.127.34:1935/live/cs14.stream/playlist.m3u8
日本Family Gekijoファミリー劇場,http://192.240.127.34:1935/live/cs11.stream/playlist.m3u8
日本卫星剧场,http://192.240.127.34:1935/live/cs18.stream/playlist.m3u8
日本映画NihonEigaTV,http://192.240.127.34:1935/live/cs19.stream/playlist.m3u8
日本JapanetChannelDX,http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_1200.m3u8
日本QVC Japan,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
日本NHK World,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/sycc-live/zh/domestic/playlist.m3u8
韩国EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩国EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
韩国KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
韩国UBCSBS,http://59.25.202.81:1935/live/UBCstream/chunklist_w1495115977.m3u8
朝鲜中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩国KOREAYTN,http://slive.sciencetv.kr:1935/science/yslive_20140419_1/playlist.m3u8
韩国KTV韩国电视,http://218.38.152.31:1935/klive/klive.stream/playlist.m3u8
韩国EBS儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
韩国YTN 联合新闻,http://ytnmmd.mmdlive.lldns.net/ytnmmd/9484b70302db4786886ae40308bf45a1/chunklist_b2592000.m3u8
韩国阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
韩国EBS-E,http://58.229.187.11/plus3familypc/_definst_/familypc1m/chunklist_w426400414.m3u8
韩国MBC MAX,http://63.237.48.3/ios/MBC_MAX/MBC_MAX.m3u8
BS衛星劇場,http://192.240.127.34:1935/live/cs11.stream/play.m3u8
韩国BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
CPAC,http://bcoveliveios-i.akamaihd.net/hls/live/248519/1242843915001_1/master.m3u8
CGTN 国际频道,http://live.cgtn.com/1000/prog_index.m3u8
CGTN 记录频道,http://live.cgtn.com/1000d/prog_index.m3u8
CGTN 法语频道,http://live.cgtn.com/1000f/prog_index.m3u8
狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
FOX 体育新闻,https://austchannel-live.akamaized.net/hls/live/2002736/austchannel-sport/master1280x720.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/i
朝阳频道,http://d11h6a6nhl9kj9.cloudfront.net/hls/suriactv/master02.m3u8
印度音乐电视,http://104.237.60.234/live/gabruutv.m3u8?dsjtv.m3u8
法国第五世界台,http://v3plusinfo247hls-i.akamaihd.net/hls/live/218877-b/v3plusinfo247hls/v3plusinfo247hls_1_1.m3u8
法国24台(英语),http://f24hls-i.akamaihd.net/hls/live/221193-b/F24_EN_LO_HLS/master_900.m3u8
法国24台(法语),http://f24hls-i.akamaihd.net/hls/live/221192/F24_FR_LO_HLS/master_900.m3u8
阿拉伯中国环球,http://live.cgtn.com/1000a/prog_index.m3u8
俄罗斯军事频道,http://serv25.vintera.tv:8081/parad/patriot/playlist.m3u8
CGTN俄罗斯,http://live.cgtn.com/1000r/prog_index.m3u8
俄罗斯一台,http://a787201928-s26881.cdn.ngenix.net/hls/russia_hd/playlist_3.m3u8
俄罗斯时尚频道,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
乌克兰M2 音乐频道,http://live.m2.tv/hls3/stream.m3u8
西班牙皇马足球,http://rmtv24hweblive-lh.akamaihd.net/i/rmtv24hwebes_1@300661/index_3_av-p.m3u8
西班牙中国环球,http://livees.cgtn.com/1000e/prog_index.m3u8
西班牙盛兴电视台,https://mdslivehls-i.akamaihd.net/hls/live/571648/divinity/bitrate_4.m3u8
西班牙活力电视台,https://mdslivehlsb-i.akamaihd.net/hls/live/623617/energy/bitrate_3.m3u8
西班牙啵嘤卡通台,https://mdslivehlsb-i.akamaihd.net/hls/live/623616/boing/bitrate_3.m3u8
意大利Rai,http://b2everyrai-lh.akamaihd.net/i/raigulp_1@66350/master.m3u8
意大利Rai 少儿,http://b2everyrai-lh.akamaihd.net/i/raiyoyo_1@191405/master.m3u8
意大利Rai 电影,http://b2everyrai-lh.akamaihd.net/i/raimovie_1@67348/master.m3u8
意大利意大利电台,http://radioitaliatv-lh.akamaihd.net/i/radioitaliatv_1@329645/index_720x480_av-p.m3u8
意大利V2 音乐频道,http://de1se01.v2beat.live/playlist.m3u8
墨西哥墨西哥电视,http://bcoveliveios-i.akamaihd.net/hls/live/201661/57828478001/milenio_center_512k@51752.m3u8
音乐20TV,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8
WSVI-TV,http://dcunilive30-lh.akamaihd.net/i/dclive_1@534251/master.m3u8?fluxustv.m3u8
酷酷频道,http://edge1.tikilive.com:1935/unrestricted_tikilive/25947/amlst:NWKlw6jwyXpz/chunklist_w981409619_b1105254.m3u8?fluxustv.m3u8
NBC电视,http://161.0.157.51/PLTV/88888888/224/3221227040/index.m3u8?fluxustv.m3u8
Jewelry电视,http://wowzaprod134-i.akamaihd.net/hls/live/577814/ccddaf02/playlist.m3u8
Free电视,https://edge.free-speech-tv-live.top.comcast.net/out/u/fstv.m3u8
Darcizzle电视,http://30a-tv.com/darcizzle.m3u8
Docurama电视,https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo1234A-docuramaA/CDN/master.m3u8
Music电视,https://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMC-TV/master.m3u8?fluxustv.m3u8
新闻,http://cbsnewshd-
CON电视,https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo123-contv/CDN/master.m3u8
Dance电视,https://vcndstv.teleosmedia.com/stream/dstv/dstv/seglist_720p.m3u8

HomeUnix,#genre#
Discovery,p2p://lino.homeunix.com:6007/59fcf587000c4fc201eb95c324ea0953.ts
卫视电影台,p2p://lino.homeunix.com:6007/59fd0369000ea5750221d12f32a532b8.ts
卫视中文台,p2p://lino.homeunix.com:6007/59fd0394000660a0022277050be47b46.ts
中天娱乐,p2p://lino.homeunix.com:6007/59fd049e0006fb6e0226863427c16955.ts
中天综合,p2p://lino.homeunix.com:6007/59fd04bc00059d610226fb164a845fa5.ts
中天亚洲台,p2p://lino.homeunix.com:6007/59fd05260002b0730228985b2c380c8a.ts
JET 综合,p2p://lino.homeunix.com:6007/59fd054a00006c030229246e6fa27a75.ts
国兴卫视,p2p://lino.homeunix.com:6007/59fd0565000d04390229912232d21634.ts
民视新闻台,p2p://lino.homeunix.com:6007/59fd05930008403b022a439a3b9b7401.ts
非凡新闻,p2p://lino.homeunix.com:6007/59fd05f30007004f022bba4b77671d93.ts
公视,p2p://lino.homeunix.com:6007/59fd0656000e66cd022d3ee840ad175d.ts
民视台湾台,p2p://lino.homeunix.com:6007/59fd0670000decc5022da459628c3d1a.ts
华视,p2p://lino.homeunix.com:6007/59fd068a0005f99e022e07d55c2f581d.ts
中视,p2p://lino.homeunix.com:6007/59fd06ac000555a7022e8c862ebc1019.ts
壹电视综合,p2p://lino.homeunix.com:6007/59fd06f600087a21022fae61787f061c.ts
美食星球,p2p://lino.homeunix.com:6007/59fd07190004a07d0230361f798d3b15.ts
博斯高球Ⅱ,p2p://lino.homeunix.com:6007/59fd073b0000c2280230b9e6743b0ab3.ts
龙华洋片,p2p://lino.homeunix.com:6007/59fd07650001a79102315e34781149f3.ts
博斯网球,p2p://lino.homeunix.com:6007/59fd0790000c3d34023208dc252633c0.ts
ELTA体育1,p2p://lino.homeunix.com:6007/59fd07ba000a4d260232ac6f507c5a84.ts
ELTA影剧,p2p://lino.homeunix.com:6007/59fd07e7000727bb02335b6b31754db5.ts
亚洲旅游台,p2p://lino.homeunix.com:6007/59fd0809000909e90233e0b820d34ea5.ts
地理野生频道,p2p://lino.homeunix.com:6007/59fd082b000c6ca7023466633fed4c93.ts
美亚电影台,p2p://lino.homeunix.com:6007/59fd08470008d4d60234d2d92e65644c.ts
星卫电影台,p2p://lino.homeunix.com:6007/59fd086a00072cbb02355b236c4a3fcb.ts
Baby TV 英语,p2p://lino.homeunix.com:6007/59fd088b000b59000235dd256d3d4ad5.ts
壹电视新闻,p2p://lino.homeunix.com:6007/59fd08ad000509c00236604f613b08e7.ts
三立新闻,p2p://lino.homeunix.com:6007/59fd08fd000707490237995b3c9f2775.ts
TVBS新闻台,p2p://lino.homeunix.com:6007/59fd096d0003aa9702394e013b6206a2.ts
台视,p2p://lino.homeunix.com:6007/59fd099c00008ebf023a04ce64d57ff4.ts
中视,p2p://lino.homeunix.com:6007/59fd09bd0002ab6d023a86337415321a.ts
NHK WORLD,p2p://lino.homeunix.com:6007/59fd0a09000c3214023bb18461b51f7a.ts
FOX SPORTS 3,p2p://lino.homeunix.com:6007/59fd0ab7000ca0d6023e595351427583.ts
fashiontv,p2p://lino.homeunix.com:6007/59fd0add000221eb023eeb130f1c4195.ts
CINEMAX,p2p://lino.homeunix.com:6007/59fd0b0b00042603023f9f5023951856.ts
CHC 高清电影,p2p://lino.homeunix.com:6007/59fd0b3f0002084d024069e339cc1997.ts
travel,p2p://lino.homeunix.com:6007/59fd0b9100084afb0241abca38654efa.ts
风云足球,p2p://lino.homeunix.com:6007/59fd0bbb000185ff02424e24243823ca.ts
凤凰香港台,p2p://lino.homeunix.com:6007/59fd0c19000767ad0243becb40b07246.ts
凤凰资讯台,p2p://lino.homeunix.com:6007/59fd0c48000e15630244781932ff7852.ts
凤凰中文台,p2p://lino.homeunix.com:6007/59fd0c6c0006fd67024502e414f10ff3.ts
东森电影,p2p://lino.homeunix.com:6007/59fd0cab0008230a0245f94a229777bd.ts
明珠台,p2p://lino.homeunix.com:6007/59fd0d0a0009323a02476cb020fe16f9.ts
TV5,p2p://lino.homeunix.com:6007/59fd1365000b6205026040b545ac325b.ts
DW-TV,p2p://lino.homeunix.com:6007/59fd139d000070db026118a63259113d.ts
CNBC,p2p://lino.homeunix.com:6007/59fd13fa000e6ccb026287884cf4343a.ts
卫视合家欢,p2p://lino.homeunix.com:6007/59fd14190000e1040262fd2560d91f69.ts
Bloomberg,p2p://lino.homeunix.com:6007/59fd143600049ec602636f67016a7ce1.ts
卫视西片,p2p://lino.homeunix.com:6007/59fd1475000301e1026465123e2e3650.ts
FOX CRIME,p2p://lino.homeunix.com:6007/59fd14ae0007a794026544e32f606291.ts
FOX ,p2p://lino.homeunix.com:6007/59fd14cf000321f60265c4a24ca93407.ts
HBO原创巨献,p2p://lino.homeunix.com:6007/59fd14fc0005019f026674e730ed03b5.ts
HBO Family 温馨家庭,p2p://lino.homeunix.com:6007/59fd152900015243026723c45811069b.ts
HBO ,p2p://lino.homeunix.com:6007/59fd1566000391610268129978510d8e.ts
OUTDOOR,p2p://lino.homeunix.com:6007/59fd15a600029d6902690c5b552d077d.ts
采昌影剧台,p2p://lino.homeunix.com:6007/59fd15cc000cd7cc0269a36a466420ca.ts
Discovery Asia,p2p://lino.homeunix.com:6007/59fd15f7000e7852026a4bd030284bc8.ts
国家地理,p2p://lino.homeunix.com:6007/59fd16240000683c026af7fe2edc67eb.ts
Discovery科学频道,p2p://lino.homeunix.com:6007/59fd166e000c7533026c1c1b4bf23d6b.ts
NBA,p2p://lino.homeunix.com:6007/59fd169800027ee0026cbdab73845c4a.ts
BBC,p2p://lino.homeunix.com:6007/59fd16bc000f2550026d4d870b85516d.ts
CNN HD 美国有线电视新闻网,p2p://lino.homeunix.com:6007/59fd16db000b5f05026dc5a57b516fdb.ts
History,p2p://lino.homeunix.com:6007/59fd16f900060059026e396d395f3348.ts
viu TV,p2p://lino.homeunix.com:6007/59fd171800092000026eb35003107eef.ts
大爱一台,p2p://lino.homeunix.com:6007/59fd173e0004273a026f46886dde4613.ts
Disney 迪士尼,p2p://lino.homeunix.com:6007/59fd1766000a51cc026fe44f425c5788.ts
迪士尼,p2p://lino.homeunix.com:6007/59fd1766000a51cc026fe44f425c5788.ts#mitv://190.2.146.92:18912/5c72485c0008852e1d522f7314a34325.ts#
东森洋片,p2p://lino.homeunix.com:6007/59fd17860002b83302705f6a03a560d2.ts
东森戏剧,p2p://lino.homeunix.com:6007/59fd17a500022c250270d8533c186ce9.ts
东森财经新闻,p2p://lino.homeunix.com:6007/59fd1f94000ee56d028fd937397b7e63.ts
纬来电影,p2p://lino.homeunix.com:6007/59fd1feb0003d7be02912a31740004af.ts
纬来戏剧,p2p://lino.homeunix.com:6007/59fd20190002fb090291ddb256d73759.ts
纬来综合,p2p://lino.homeunix.com:6007/59fd206e00099d6f02932b6078c86d9a.ts
TVBS欢乐台,p2p://lino.homeunix.com:6007/59fd20ae000635720294248563346fd6.ts
TVBS,p2p://lino.homeunix.com:6007/59fd20d3000f24fd0294b75f4a555e2a.ts
三立都会台,p2p://lino.homeunix.com:6007/59fd20f5000e6b4602953c0079210fd1.ts
八大戏剧,p2p://lino.homeunix.com:6007/59fd21c7000edfe70298706f2ef217c7.ts
八大综合,p2p://lino.homeunix.com:6007/59fd22220005cbed0299d18627a207f7.ts
八大第一台,p2p://lino.homeunix.com:6007/59fd22540006fb57029a95244a947e57.ts
中视新闻台,p2p://lino.homeunix.com:6007/59fd2282000219b8029b479b6fc21d86.ts
FOX 家庭影院HD,p2p://lino.homeunix.com:6007/59fd229f000615aa029bb9ed79916213.ts
HBO Hits 强档巨献,p2p://lino.homeunix.com:6007/59fd22e50004a1f8029ccaff41480126.ts
民视,p2p://lino.homeunix.com:6007/59fd230300046dc8029d402053e02fbf.ts
华视,p2p://lino.homeunix.com:6007/59fd23240005c9a4029dc1561885012e.ts
FOX 动作电影,p2p://lino.homeunix.com:6007/59fd244900002be402a238767364317b.ts
FOX 优质影院,p2p://lino.homeunix.com:6007/59fd246a0009125502a2bba01b0f4bf5.ts
AXN 新力影业动作片,p2p://lino.homeunix.com:6007/59fd2573000c0b9e02a6c794631510c8.ts
靖洋戏剧台,p2p://lino.homeunix.com:6007/59fd259600089bb202a74f6123416e8d.ts
CHC 家庭影院,p2p://lino.homeunix.com:6007/59fd25b000031edb02a7b38a6a5d0696.ts
CHC 动作电影,p2p://lino.homeunix.com:6007/59fd25c800060e1102a812154e343f18.ts
J2台,p2p://lino.homeunix.com:6007/59fd25e80008aaec02a88fc1476f2edf.ts
纬来育乐,p2p://lino.homeunix.com:6007/59fd26ad000978f002ab917848d22993.ts
三立综合台,p2p://lino.homeunix.com:6007/59fd27240003732f02ad60c95d8e10a7.ts
三立戏剧台,p2p://lino.homeunix.com:6007/59fd274c0001400d02adfc6d23452c25.ts
都市剧场,p2p://lino.homeunix.com:6007/59fd276d000b8b6d02ae80040368597e.ts
FX 福克斯影视,p2p://lino.homeunix.com:6007/59fd279b000c06e702af33d47d4c770a.ts
EYETV旅游,p2p://lino.homeunix.com:6007/59fd27c4000cb3b102afd41b5cc4003d.ts
亚洲美食,p2p://lino.homeunix.com:6007/59fd27e40007382002b04fb323e85206.ts
国家地理People,p2p://lino.homeunix.com:6007/59fd2804000a86bb02b0cd8e6fa14a15.ts
Ci罪案侦缉,p2p://lino.homeunix.com:6007/59fd2824000df04802b14b7973731f54.ts
Discovery动力频道,p2p://lino.homeunix.com:6007/59fd2846000cb99902b1cffa3bb33abb.ts
Discovery EVE,p2p://lino.homeunix.com:6007/59fd286b000e1cdb02b260d1385f3d28.ts
靖天日本,p2p://lino.homeunix.com:6007/59fd2893000bff8802b2fc847a9852a6.ts
台视新闻台,p2p://lino.homeunix.com:6007/59fd299b00054a3002b7020e67d657e3.ts
寰宇新闻频道,p2p://lino.homeunix.com:6007/59fd2b5e0006d13802bde4340bc41e87.ts
J5台,p2p://lino.homeunix.com:6007/59fd314f000be93d02d51ae40a3a24e8.ts
靖天映画,p2p://lino.homeunix.com:6007/59fd3565000a788d02e5107642590dce.ts
靖天电影台,p2p://lino.homeunix.com:6007/59fd358c00069b9502e5a7d404d940d2.ts
星河频道,p2p://lino.homeunix.com:6007/59fd3f91000c54e4030cccd33c6f6c3c.ts
东森综合,p2p://lino.homeunix.com:6007/5a141ade0007bc435f8dff2d5b3453d7.ts
好萊塢電影,p2p://lino.homeunix.com:6007/5a141b66000b4be65f90135822b40e43.ts
纬来体育.HD,p2p://lino.homeunix.com:6007/5a141bab0009ca9c5f91208265721808.ts
HKC体育2台,p2p://lino.homeunix.com:6007/5a142556000de0a75fb6e584062e2de9.ts
三立台湾.HD,p2p://lino.homeunix.com:6007/5a1425f00009bfad5fb93e0a6f7070c4.ts
寰宇新闻二台,p2p://lino.homeunix.com:6007/5a142744000f25045fbe6f82276e0d88.ts
东森新闻,p2p://lino.homeunix.com:6007/5a1427ee0009fb195fc1064a3af652d1.ts
功夫台,p2p://lino.homeunix.com:6007/5a32174e0001f481d4b0ec8f67f06c2b.ts
东森幼幼,p2p://lino.homeunix.com:6007/5a32188e00095e2bd4b5d0737fe325f5.ts
有线新闻台,p2p://lino.homeunix.com:6007/5a3251a3000ddd81d594cba410f708d7.ts
31有线新闻台,p2p://lino.homeunix.com:6007/5a3251a3000ddd81d594cba410f708d7.ts
电影一台,p2p://lino.homeunix.com:6007/5a4726e4000667ca26f6a98d6a9d25a7.ts
HKC603,p2p://lino.homeunix.com:6007/5a47271f0008d01726f790b134496406.ts
年代新闻,p2p://lino.homeunix.com:6007/5a56230e0004af51617ff5935a3e292e.ts
翡翠台,p2p://lino.homeunix.com:6007/5a562a0b000d7041619b441d562d5ee8.ts
互动新闻,p2p://lino.homeunix.com:6007/5a562bec0007bfd761a2998e00b83dd5.ts
CHANNEL NEWSASIA,p2p://lino.homeunix.com:6007/5a56d833000e41286443908c2a501e55.ts
纬来精彩,p2p://lino.homeunix.com:6007/5ac5d68600012bae15d868ee776c7fe2.ts
公视3,p2p://lino.homeunix.com:6007/5ac5da01000d09fc15e6046427920804.ts
龙华电影,p2p://lino.homeunix.com:6007/5acb86bc0005dc212c1104ce762f31f7.ts
澳门莲花卫视,p2p://lino.homeunix.com:6007/5acb8740000253a62c1307843e7c4bc3.ts
高清探索频道,p2p://lino.homeunix.com:6007/5acb89750000af6a2c1ba62e06531ad6.ts
ALJAZEERA,p2p://lino.homeunix.com:6007/5acb89f900027bd72c1daa3b4a4268c8.ts
J5台 备,p2p://lino.homeunix.com:6007/5ad32aed000d8fa649eaacf716d70340.ts
明珠台 备,p2p://lino.homeunix.com:6007/5ad32b590006aefa49ec511272c5262e.ts
J2台 备,p2p://lino.homeunix.com:6007/5ad32b7d000cca4049ecdf4812f47470.ts
viu TV备,p2p://lino.homeunix.com:6007/5ad32bae0001dd1049ed9be114c818f0.ts
互动新闻 备,p2p://lino.homeunix.com:6007/5ad32bdc000b780449ee52022e841cf7.ts
翡翠台 备,p2p://lino.homeunix.com:6007/5ad32c0d0000bbd049ef0eab717740e2.ts
HKC财经资讯台,p2p://lino.homeunix.com:6007/5b062d6d000a4d8670acf35f53803edf.ts
港视31,p2p://lino.homeunix.com:6007/5b1ea0dc000bba59d03063fa2f1a513c.ts
港视32,p2p://lino.homeunix.com:6007/5b1ea120000af380d0316d6b59657817.ts
TVB经典台,p2p://lino.homeunix.com:6007/5b2f1fc50006bfe610a020d967055499.ts
卫视卡式台,p2p://lino.homeunix.com:6007/5b326356000e27761d60fc701ff36973.ts
爆谷台,p2p://lino.homeunix.com:6007/5b326356000e27761d60fc701ff36973.ts
viu 6,p2p://lino.homeunix.com:6007/5b389c92000621bc35b08cbd438b4298.ts
恐怖电影,p2p://lino.homeunix.com:6007/5b3bbc4f000841ab41e487926cd85add.ts
惊悚电影台,p2p://lino.homeunix.com:6007/5bbb5555000ac8ac2e8a428a5fc92fa0.ts
纬来日本.HD,p2p://lino.homeunix.com:6007/5bc8a92100047ccf6299e01b2aac4b86.ts
香港开电视,p2p://lino.homeunix.com:6007/5bfe45350001d559aff550f375a22110.ts

FineTV,#genre#
BBC,p2p://sdgdklwos.finetv.tv:9906/59fd16bc000f2550026d4d870b85516d
CNN,p2p://sdgdklwos.finetv.tv:9906/59fd16db000b5f05026dc5a57b516fdb
探索频道,p2p://sdgdklwos.finetv.tv:9906/59fcf587000c4fc201eb95c324ea0953
MEZZO LIVE,p2p://sdgdklwos.finetv.tv:9906/59fd297e00073d5c02b691533fb45133
地理野生,p2p://sdgdklwos.finetv.tv:9906/59fd082b000c6ca7023466633fed4c93
BBC LIFESTYLE,p2p://sdgdklwos.finetv.tv:9906/59fd320000071ba102d7cd137e585878
BBC EARTH,p2p://sdgdklwos.finetv.tv:9906/59fd3223000ee20302d857cf1a981663
FYI ,p2p://sdgdklwos.finetv.tv:9906/59fd32500009ea1902d9064f0d2c0edc
LUXE.TV,p2p://sdgdklwos.finetv.tv:9906/59fd32780006da1202d9a1c415a55c7e
SMART ,p2p://sdgdklwos.finetv.tv:9906/59fd32970005fa4002da1a9d12c87a7d
NHK WORLD,p2p://sdgdklwos.finetv.tv:9906/59fd0a09000c3214023bb18461b51f7a
FOX SPORTS3,p2p://sdgdklwos.finetv.tv:9906/59fd0ab7000ca0d6023e595351427583
FTV8,p2p://sdgdklwos.finetv.tv:9906/59fd0add000221eb023eeb130f1c4195
TRAVEL ,p2p://sdgdklwos.finetv.tv:9906/59fd0b9100084afb0241abca38654efa
FOX警匪电影,p2p://sdgdklwos.finetv.tv:9906/59fd14ae0007a794026544e32f606291
FOX ,p2p://sdgdklwos.finetv.tv:9906/59fd14cf000321f60265c4a24ca93407
HBO原创巨献,p2p://sdgdklwos.finetv.tv:9906/59fd14fc0005019f026674e730ed03b5
HBO温馨家庭,p2p://sdgdklwos.finetv.tv:9906/59fd152900015243026723c45811069b
HBO ,p2p://sdgdklwos.finetv.tv:9906/59fd1566000391610268129978510d8e
OUTDOOR,p2p://sdgdklwos.finetv.tv:9906/59fd15a600029d6902690c5b552d077d
NBA,p2p://sdgdklwos.finetv.tv:9906/59fd169800027ee0026cbdab73845c4a
MTV LIVE ,p2p://sdgdklwos.finetv.tv:9906/59fd338800019be502ddc6ec066c3089
DIVA ,p2p://sdgdklwos.finetv.tv:9906/59fd33b00000188702de62ce5428150a
MY KIDS,p2p://sdgdklwos.finetv.tv:9906/59fd3515000d559a02e3d8b272784315
博斯高球1,p2p://sdgdklwos.finetv.tv:9906/59fcf4c90006ba2c01e8ae1c1ec827ca
博斯运动1,p2p://sdgdklwos.finetv.tv:9906/59fcf5fa00018d0c01ed543c25887aed
好消息二台,p2p://sdgdklwos.finetv.tv:9906/59fcf6310003171001ee2b72507f276b
卫视电影台,p2p://sdgdklwos.finetv.tv:9906/59fd0369000ea5750221d12f32a532b8
卫视中文台,p2p://sdgdklwos.finetv.tv:9906/59fd0394000660a0022277050be47b46
衛視中文台,p2p://sdgdklwos.finetv.tv:9906/59fd0394000660a0022277050be47b46.ts
中天娱乐,p2p://sdgdklwos.finetv.tv:9906/59fd049e0006fb6e0226863427c16955
中天综合,p2p://sdgdklwos.finetv.tv:9906/59fd04bc00059d610226fb164a845fa5
中天亚洲台,p2p://sdgdklwos.finetv.tv:9906/59fd05260002b0730228985b2c380c8a
JET综合台,p2p://sdgdklwos.finetv.tv:9906/59fd054a00006c030229246e6fa27a75
国兴卫视,p2p://sdgdklwos.finetv.tv:9906/59fd0565000d04390229912232d21634
民视新闻台,p2p://sdgdklwos.finetv.tv:9906/59fd05930008403b022a439a3b9b7401
非凡新闻,p2p://sdgdklwos.finetv.tv:9906/59fd05f30007004f022bba4b77671d93
公 视,p2p://sdgdklwos.finetv.tv:9906/59fd0656000e66cd022d3ee840ad175d
民视台湾台,p2p://sdgdklwos.finetv.tv:9906/59fd0670000decc5022da459628c3d1a
华 视,p2p://sdgdklwos.finetv.tv:9906/59fd068a0005f99e022e07d55c2f581d
中 视,p2p://sdgdklwos.finetv.tv:9906/59fd06ac000555a7022e8c862ebc1019
一 综 合,p2p://sdgdklwos.finetv.tv:9906/59fd06f600087a21022fae61787f061c
